,買入持有,散戶策略,AI反向,AI動量
2024-01-01,1.0,1.0,1.0,1.0
2024-01-02,1.0090914731141538,1.0090914731141538,1.0090914731141538,1.0090914731141538
2024-01-03,0.9921153999705499,0.9921153999705499,0.9921153999705499,0.9921153999705499
2024-01-04,0.9782669840407745,0.9782669840407745,0.9782669840407745,0.9782669840407745
2024-01-05,0.9760500714235124,0.9760500714235124,0.9760500714235124,0.9760500714235124
2024-01-08,0.9702410878010256,0.9705210827283293,0.9700363477886736,0.9702410878010256
2024-01-09,0.9745426784829064,0.9756525047876038,0.973830382776151,0.9759943930923357
2024-01-10,0.9590171388846119,0.9571306520749612,0.9599229381728154,0.9585393700746085
2024-01-11,0.9555371863959018,0.9571753650475965,0.9545737384305839,0.9560531736195136
2024-01-12,0.9500231822299133,0.9526434391192793,0.948592814990067,0.9477237545132244
2024-01-15,0.9537339685562979,0.9534325797582722,0.9537478553143481,0.9487711716973599
2024-01-16,0.9581869553890231,0.9561273400382292,0.9591136214118909,0.9513075709961865
2024-01-17,0.9502545038906096,0.9494277497577935,0.9504771746443883,0.9434568201255461
2024-01-18,0.9581944442416183,0.9571275003057622,0.9585572990790929,0.9521767941679625
2024-01-19,0.9619356299475343,0.9614574275577824,0.9619122773597087,0.9540926856673622
2024-01-22,0.9573595944640881,0.9574647868551317,0.9569141172719589,0.9517559824453419
2024-01-23,0.9587827563465642,0.9574717511224823,0.9595360636507199,0.9534458630264907
2024-01-24,0.961826011347072,0.9585634332183767,0.9643511270403677,0.9553983952548762
2024-01-25,0.960713697287321,0.958757532331925,0.9620610550173683,0.956077203250977
2024-01-26,0.9566298636527988,0.9539630884159607,0.9586168956021766,0.9531204118391656
2024-01-29,0.9449074446420601,0.940614519511242,0.9483518378346242,0.9418876692570133
2024-01-30,0.9552528657520561,0.9550263703944667,0.9551658507265443,0.955079832016402
2024-01-31,0.9572947216835019,0.9575369764264087,0.9568535756060147,0.9583111561930634
2024-02-01,0.9614166111344529,0.95877429366246,0.9630781557570482,0.962862356825272
2024-02-02,0.9636350078318645,0.9576958735942712,0.9677248560833066,0.9586881560145936
2024-02-05,0.9649614253461349,0.9521159993254914,0.9745583998060371,0.9571368960496411
2024-02-06,0.9537867212983846,0.9454997626071614,0.9594990662161316,0.9465281934605704
2024-02-07,0.9542841611919578,0.9452936889665786,0.9606773238643589,0.9497340806847141
2024-02-08,0.9560631826462936,0.9473100534654072,0.9622245401724849,0.9514430010422229
2024-02-09,0.9527566743284754,0.9476515129511737,0.9556128645437326,0.9520671887147517
2024-02-12,0.9546628484421864,0.9503058664466554,0.9569299925580144,0.9564368687229641
2024-02-13,0.9592518373806097,0.9484358655306916,0.966316712878226,0.9566457695188259
2024-02-14,0.9638914025927611,0.9456945764525383,0.9762857352887031,0.9582001815860384
2024-02-15,0.9725053014748878,0.9496489746753423,0.9885053130421927,0.9645831768834774
2024-02-16,0.9682327732120788,0.9445398458937188,0.9849837813371676,0.9596720222297925
2024-02-19,0.987227469912611,0.9632759023949176,1.0040979521051798,0.9803766947216924
2024-02-20,0.9834044720740863,0.9569896384729608,1.0029457664492127,0.9723042829070878
2024-02-21,0.9788406929578927,0.9523470659545962,0.9985364976964728,0.9662659209939841
2024-02-22,0.977379691143106,0.9540092677557243,0.993129494987887,0.9650818817627799
2024-02-23,0.9720730551715864,0.9480972385206489,0.9886581785310449,0.9593408666235856
2024-02-26,0.9789722487485905,0.9536272453920068,0.9969767345729352,0.9655458474633279
2024-02-27,0.9972936807615372,0.971239108347283,1.0158648102831638,0.9733890372467018
2024-02-28,1.0095718344347817,0.983669429507073,1.0279638339406263,0.9861065445087546
2024-02-29,1.0071909402252934,0.9818874280306727,1.0250539128963512,0.9828365249954677
2024-03-01,1.0040500234632175,0.9793662167134061,1.0212959714526824,0.9803367731997484
2024-03-04,1.004544215488348,0.9786848532948386,1.0232734541889705,0.9814628002631508
2024-03-05,1.0090883060083604,0.9832935867892739,1.0276479739012823,0.9887344514737371
2024-03-06,1.005424132287594,0.9829259481679987,1.0195543986683233,0.9904551452767204
2024-03-07,1.0027851837470707,0.9771152712344378,1.0208419092173195,0.9808782102718543
2024-03-08,1.005988531646827,0.9773442588512907,1.0270561749156053,0.9819138111562414
2024-03-11,1.0118072556624063,0.9735290264144362,1.0412994768566568,0.9827120093423932
2024-03-12,1.0173731958798562,0.976321951723494,1.0491992178063452,0.9875402650306695
2024-03-13,0.9956694009829222,0.9541470091799029,1.0280334293998028,0.9640255454849994
2024-03-14,0.9907295743857614,0.9480790030153101,1.0242234875904492,0.9642408185625465
2024-03-15,0.9919658400608296,0.9475286822713551,1.0270854234142068,0.9554778172294641
2024-03-18,0.9911843574454157,0.9467955093487129,1.0262652379162762,0.9554161698474416
2024-03-19,1.0046599489946406,0.9555978227075503,1.0432212426661363,0.9659965059224882
2024-03-20,0.997580521071275,0.9499975724142666,1.035075646668153,0.9566569384296832
2024-03-21,0.997504596220028,0.9498258175099377,1.0350662769804198,0.9553620216002126
2024-03-22,1.0056098133148161,0.9581437296459346,1.043020502207787,0.9627885801101872
2024-03-25,1.005677804392534,0.9580059435443045,1.043268729071315,0.9643349974643968
2024-03-26,1.0105938196386828,0.9618254751365618,1.0492364680905555,0.9679071615251686
2024-03-27,1.0264383595194686,0.9787615247888002,1.0636914256536207,0.9854867241273855
2024-03-28,1.0290812178663478,0.9813418531762707,1.066366023013515,0.9887366119411097
2024-03-29,1.0335073877466885,0.9872294884661322,1.0690342828026533,0.9953284643240009
2024-04-01,1.0421093874554386,0.9993005723438408,1.07311170604703,1.0060206059951757
2024-04-02,1.0401767371228277,0.9957084104561,1.0735358242203215,1.001254750819225
2024-04-03,1.034426160360488,0.990423110945713,1.0672832850261458,0.9957938152244433
2024-04-04,1.0292577104844414,0.9861824408248897,1.0609392354701093,0.9908794039421438
2024-04-05,1.0150145883457835,0.9709538364129764,1.04829188549231,0.9756667953626419
2024-04-08,1.025351826190073,0.9805568336265839,1.0592744600067154,0.9847287602177477
2024-04-09,1.0181911810358624,0.9750542766912774,1.0507455247109418,0.9769664832773663
2024-04-10,1.0308931660327485,0.9868822506196353,1.0641018806482978,0.9893347833296763
2024-04-11,1.0276690253576362,0.983652945899267,1.060867897875546,0.9869539422149454
2024-04-12,1.0491152331250042,1.0037189436726643,1.0833363613124452,1.0060514095173918
2024-04-15,1.0566234559059637,1.0126337556331093,1.0897511658502856,1.0152187438198816
2024-04-16,1.0366097658677935,0.9939570308429125,1.0685932909465214,0.9966983102959799
2024-04-17,1.0483933308965674,1.005984675626263,1.0798515020353974,1.0080082676412008
2024-04-18,1.0543069094229935,1.0150854596197638,1.0813177442642847,1.0167301568125116
2024-04-19,1.0560368268643887,1.0150956823833268,1.0851303186310326,1.0179175641731077
2024-04-22,1.0454284000452352,1.00748928251993,1.0710990522778518,1.011109168958321
2024-04-23,1.0459127202189906,1.0069042802493706,1.0727855024612811,1.0119703570613117
2024-04-24,1.0449559534680632,1.0084517943868114,1.0693785142122596,1.0128135356152792
2024-04-25,1.054401040746454,1.019812515873535,1.0770344079461414,1.0214743452327313
2024-04-26,1.076854157680943,1.0374942918343248,1.1033814481161515,1.040436066214754
2024-04-29,1.079069374523483,1.0395624983652745,1.1057106555838765,1.043316785855108
2024-04-30,1.074154782301193,1.0421045150703383,1.0937491357828355,1.0385617875249722
2024-05-01,1.068517070192336,1.0337299209959643,1.0912825862248672,1.0296043763657252
2024-05-02,1.0556962867512993,1.0250510189426585,1.0733356827773857,1.0201662598246886
2024-05-03,1.049790420057168,1.0207309035510825,1.0654767002763572,1.0179950834378697
2024-05-06,1.0496003519606405,1.02281037830063,1.0627576990720726,1.0208947204902414
2024-05-07,1.0344731022222284,1.009234387036526,1.046454601163255,1.0084211005110764
2024-05-08,1.04066666595896,1.0210752359200976,1.048973116661328,1.0216187980681628
2024-05-09,1.041126857988393,1.0203581722593527,1.0500374895847806,1.0209551853701175
2024-05-10,1.037342870592301,1.0129146217440355,1.0481341265991375,1.0113421390121111
2024-05-13,1.0581003041371073,1.0310723990668145,1.0702847213799684,1.034396124549872
2024-05-14,1.0447574403017186,1.0218325035213007,1.0543597062662846,1.0248265342482832
2024-05-15,1.0428381367244046,1.022031064300415,1.0508185763687374,1.0299880296550101
2024-05-16,1.0524932756028098,1.0286733314098369,1.0630104393414395,1.0358089477482912
2024-05-17,1.0404647971510588,1.0149093895060473,1.0527587496576947,1.0190377624826576
2024-05-20,1.0465909553488077,1.0208920786483229,1.0589505586152739,1.0262910524328641
2024-05-21,1.035470709458113,1.0121311665961377,1.0457610829884367,1.0166801284459193
2024-05-22,1.029504209924344,1.0039227242188073,1.0417890325230033,1.010540537538011
2024-05-23,1.034459122761709,1.0114811971988433,1.0446716319959408,1.017941284853083
2024-05-24,1.0266479159649629,1.0052995359966255,1.0357433163417975,1.0096113829218913
2024-05-27,1.0105808675098662,0.9853994083645234,1.0224028661578979,0.9905146919861793
2024-05-28,0.9990512943210154,0.9729681404224109,1.011542971207719,0.9761320332901653
2024-05-29,0.9962701540409681,0.971128266845149,1.0082054838254788,0.974472570217429
2024-05-30,0.9937163760056311,0.9698564885539089,1.004963515091734,0.9767729793815652
2024-05-31,0.9913682432244129,0.968573654180124,1.002103256524586,0.9758745926740796
2024-06-03,0.9983352471529878,0.9761912538176386,1.0087680587491836,0.9847565500704837
2024-06-04,0.9931455654225082,0.9739826430792121,1.0021844789912686,0.9812033573684085
2024-06-05,1.0099499337163544,0.9823443874644852,1.0234068919800305,0.9926068474474667
2024-06-06,0.9875727983153234,0.958858824380785,1.001839953021136,0.9685749356053772
2024-06-07,0.9983156917070873,0.9660196587247092,1.015478330161327,0.9801023849290752
2024-06-10,0.9927241851235008,0.9589308102928149,1.0112533939389032,0.9786271597994254
2024-06-11,1.0051083739611073,0.9702808634457846,1.0244429428297848,0.9857478069908135
2024-06-12,1.0010364075648672,0.963365284509612,1.0228295980965045,0.9784156654428191
2024-06-13,1.0070865533859334,0.9699101684796962,1.0283321368960598,0.9855671723646584
2024-06-14,0.9999975804220447,0.9642280542337113,1.0201040141216768,0.9791978760451496
2024-06-17,1.010261900698903,0.9735486690916647,1.031140730170763,0.9909024233029646
2024-06-18,1.0091970054694952,0.9707964150618175,1.0316586250761919,0.9886265511087634
2024-06-19,1.018594515105421,0.9797955927674611,1.0413088331017843,1.0020260461874217
2024-06-20,1.0256351193835982,0.9867807120405463,1.048296809242035,1.008309389829316
2024-06-21,1.0446741139475975,1.0048618527823039,1.0680093286043315,1.0261244920571768
2024-06-24,1.0429934694840213,1.0071295949330927,1.0621227756952043,1.0280552438779997
2024-06-25,1.0361262293476516,0.9943480860741478,1.0631868406219167,1.0168836702664246
2024-06-26,1.0227519997652288,0.977817929351547,1.0547635695258544,1.0051883267917043
2024-06-27,1.020410221470332,0.9746306083266916,1.0537820201318626,1.005285664965856
2024-06-28,1.0104856759520395,0.9674636998821508,1.0406883992763947,0.9899682036507078
2024-07-01,1.0280761266747889,0.9831615778212514,1.0599601098122178,1.0084806516269886
2024-07-02,1.028707022463864,0.983358950261694,1.060910945376799,1.0083737340902252
2024-07-03,1.019054663316536,0.9744631840746026,1.0507346358898415,0.9986235232088806
2024-07-04,1.0188534234853468,0.9815987964064363,1.0456767283065806,1.004826088515603
2024-07-05,1.0073636857890187,0.9670520320901878,1.0365546261972436,0.9947901897969379
2024-07-08,1.016212327710467,0.9757613628341494,1.0454820737837167,1.003180053064627
2024-07-09,1.0098015365710977,0.9677601659053321,1.0404451610817051,0.9972462283468693
2024-07-10,1.0151231025112193,0.9725328377499892,1.0461940175262199,1.002648739752992
2024-07-11,1.0192255123326903,0.9706156590130337,1.054759761441776,1.0010054357637386
2024-07-12,1.0175172370893404,0.9640114066526891,1.0567040503182834,1.000188926852846
2024-07-15,1.0051792999889337,0.9474355201141046,1.0478096895022306,0.9849866934634659
2024-07-16,1.0086693906576103,0.9516732696250385,1.05055669214567,0.9788506592791439
2024-07-17,1.0086128582804699,0.9531279266250873,1.049134459413767,0.9789718642033763
2024-07-18,1.0126934701827384,0.9566221039078849,1.0537027085841857,0.9831415843933835
2024-07-19,1.0056732739444887,0.9502141460009842,1.0462147803866075,0.9752130060174359
2024-07-22,1.0013457789971545,0.9459283067704563,1.0418782787063434,0.9709671958421383
2024-07-23,0.9975526592034095,0.9447359354042372,1.0360323780481262,0.9719023939971224
2024-07-24,1.0154810020543326,0.9606588582163205,1.0554991475187419,0.9892135265894688
2024-07-25,1.0029058955237729,0.9478839667872722,1.0431169371967761,0.9773923824565854
2024-07-26,0.9899539909397873,0.9336071954837827,1.0314082149694603,0.9617880697455582
2024-07-29,0.9779122518096507,0.922732562638837,1.0184557948617328,0.9499158150504152
2024-07-30,0.9907765086626401,0.9349046180735961,1.0318256560359231,0.9582956451618474
2024-07-31,1.0038303824243093,0.9501523603171813,1.043369137037829,0.9695531549512981
2024-08-01,1.0132359115004963,0.9607762190830469,1.051925768695277,0.981099863231029
2024-08-02,1.0231581080974417,0.9717574954755489,1.0610898339344106,0.991074547790002
2024-08-05,1.015321401574039,0.9654572572865696,1.051975743967834,0.9851066199601858
2024-08-06,1.0172275553496504,0.9691233190121873,1.0519869235328643,0.9891546947860135
2024-08-07,1.0202430539612375,0.9695908877678294,1.058380726408072,0.9865473420859587
2024-08-08,1.0146586061898306,0.9633778456266049,1.0539366910385664,0.9801546307145788
2024-08-09,1.0220428835269324,0.970586476917364,1.0613371974750776,0.9884953097285362
2024-08-12,1.020763854209494,0.9693777876668915,1.0600022810208762,0.9890338354840102
2024-08-13,1.0202449876957855,0.9681019434814916,1.0602298216172288,0.9876849634704975
2024-08-14,1.0289526617152807,0.9767846529457058,1.0688898652301289,0.993739094700035
2024-08-15,1.0327025418340154,0.9765486298121325,1.0763243146142636,0.9956230446582347
2024-08-16,1.0430824070449618,0.9882150205551798,1.0853154664230662,1.0071419961201915
2024-08-19,1.0510529102538653,0.9963563943460678,1.0929899283387627,1.0119820095763945
2024-08-20,1.034327164635654,0.9801017390551615,1.0760546394113792,0.9958362742894873
2024-08-21,1.0411618811975558,0.9849698912608716,1.0852209309536345,1.0006169936407783
2024-08-22,1.0416631728304049,0.9839213333059161,1.0876592507856342,1.002114918049113
2024-08-23,1.0507882690994876,0.9951985933718914,1.0939762000136268,1.0095173998049523
2024-08-26,1.0545261183883907,0.9971339175044764,1.099601199817961,1.0108653130576886
2024-08-27,1.051228770363548,0.9920737978925239,1.0981991650605785,1.0072240067233527
2024-08-28,1.0577540124881888,0.9942602276002894,1.1090146220478763,1.0129390925559467
2024-08-29,1.0704500891218804,1.0066277527090877,1.121868889892011,1.0263399512803173
2024-08-30,1.0574402561947276,0.9941886505736917,1.1084595072940644,1.0129649924726247
2024-09-02,1.069170471524973,1.0049510301760645,1.1210871841402072,1.0256814397321659
2024-09-03,1.083579188443578,1.0180290040736495,1.1367466079298778,1.0423457982100375
2024-09-04,1.100381583782289,1.0329285569976574,1.1554141360891124,1.0614211515293093
2024-09-05,1.1226126427524494,1.0557754933157155,1.1763906007696756,1.0837169403228146
2024-09-06,1.1275257596913169,1.0606626753039459,1.1811609724929577,1.0889968434517192
2024-09-09,1.1344879972726436,1.069060834066694,1.1853112667788066,1.09760405516528
2024-09-10,1.1452322734361526,1.0823205118873147,1.1901293659947494,1.109415043252938
2024-09-11,1.1531139450187151,1.0892054765770973,1.1996014870788787,1.1180486181756493
2024-09-12,1.1571662530372557,1.0919181673491607,1.206473200528393,1.1199856279437452
2024-09-13,1.1607149919066497,1.0969556315275437,1.2065332150470995,1.1236415063798755
2024-09-16,1.1602375525641262,1.0999165600896759,1.1998321392029068,1.125021352968536
2024-09-17,1.1522461342140946,1.0861855028753427,1.2011750175062874,1.1120483949842335
2024-09-18,1.1473433323980582,1.083374808262293,1.193548244718623,1.1061560644793718
2024-09-19,1.1569948237551348,1.0945449466643997,1.2010804784859976,1.1187645788762484
2024-09-20,1.1431081856761043,1.083293939082232,1.1847450763375016,1.107375664344234
2024-09-23,1.144522993807579,1.0839758789564213,1.186805538554896,1.1094748264806393
2024-09-24,1.158284566210079,1.0955469502227373,1.2022557135083103,1.1211449746919189
2024-09-25,1.171561858227465,1.1068582095872024,1.2170008562799126,1.1327627760348853
2024-09-26,1.1772912008432257,1.1051695121318506,1.2286157214943922,1.1334128156948278
2024-09-27,1.1737915804864283,1.0996945012176063,1.2270997921332927,1.1301332974758578
2024-09-30,1.148369347585934,1.0767654574260856,1.1995007356776513,1.100598520868854
2024-10-01,1.1495652624364607,1.0781503688370753,1.2004118390889764,1.10190893187476
2024-10-02,1.154728742362107,1.081479927936609,1.2075759773551709,1.1060993486106314
2024-10-03,1.137832268295022,1.0672781647746317,1.1882303428707726,1.0894709441130905
2024-10-04,1.1480884167759513,1.0777774683970671,1.1982097743142166,1.1016063710001163
2024-10-07,1.1596743495385207,1.090675139162057,1.2089300805783647,1.115221560389174
2024-10-08,1.1713466086039257,1.1005468897362152,1.221788302482258,1.1261369467432012
2024-10-09,1.1937650899417622,1.1234265379855954,1.2438745542700491,1.1487483851844926
2024-10-10,1.1900694096303621,1.1192898030562934,1.240644926075805,1.14538367162731
2024-10-11,1.208768490847667,1.1322551393992302,1.2659553584413816,1.1600356368100448
2024-10-14,1.209983867368386,1.1327245314617826,1.2682500194280106,1.1603177368170574
2024-10-15,1.2038049131637567,1.1259577049220062,1.2635676504259954,1.156500505293524
2024-10-16,1.2051443534807282,1.1288860630321984,1.2617473459446198,1.1617340511101168
2024-10-17,1.2156813124694397,1.1405163495000075,1.2697146900863612,1.174109924570652
2024-10-18,1.230000904009387,1.1558093814175987,1.2820975811559168,1.1911048320222286
2024-10-21,1.2301792852854527,1.1537885021101597,1.2849838081925,1.1885419888100357
2024-10-22,1.2337289471623727,1.155341516223121,1.2907793787397697,1.1900124735542799
2024-10-23,1.219661118257983,1.1470694229545657,1.270065912570026,1.1780002110192234
2024-10-24,1.213421543143987,1.1397027800592394,1.2654151043915423,1.1745465684195036
2024-10-25,1.2148725430726526,1.139261696825772,1.269096102337013,1.175279831967096
2024-10-28,1.2147791259153689,1.1418864844884022,1.2660254944367948,1.1751697259642917
2024-10-29,1.2222529223611056,1.14801071681052,1.274625664117486,1.1823695370334655
2024-10-30,1.22864847164684,1.1515263666800655,1.283266710199225,1.1839587579729176
2024-10-31,1.235845826171552,1.1619734133227975,1.2879604241322047,1.1924090555228655
2024-11-01,1.2326898775323398,1.156334653774015,1.2869221653901604,1.1913514177217848
2024-11-04,1.23938632149812,1.170337881514199,1.2862355650634258,1.1970573827029487
2024-11-05,1.2390204845349282,1.1726781417577476,1.2828713986941163,1.1967073589653754
2024-11-06,1.246971910109351,1.1803423027560862,1.2909405967127567,1.203967574207934
2024-11-07,1.2673470011315877,1.1976536196906753,1.3143112916766613,1.2215623649984721
2024-11-08,1.2853076824410492,1.2150533447314007,1.3324432455389583,1.2409430218328117
2024-11-11,1.278814949917206,1.2104111563305318,1.3239336604182246,1.2357948272106531
